Classe,Relacao,Classe,Identificador
sky,over,bridge,8710239095
sky,above,train,8710239095
sky,above,bridge,8710239095
girl,has,board,537313770
girl,has,headband,537313770
girl,has,coat,537313770
board,has,design,537313770
headband,tied to,hair,537313770
design,has,mantis,537313770
woman,wearing,jacket,537313770
woman,holding,bar,537313770
woman,wearing,headband,537313770
jacket,is behind,snowboard,537313770
bar,next to,snowboard,537313770
snowboard,is under,face,537313770
post,is in front of,snow,537313770
letters,are right of,snowboard,537313770
jacket 2,is right of,jacket,537313770
guy,carries,surfboard,168197964
guy,wears,swimsuit,168197964
guy,has,eyes,168197964
guy,has,hair,168197964
man,wearing,wet suit,168197964
man,holding,surfboard,168197964
man,has,hair,168197964
man,wearing,blue,168197964
car,has,roofrack,168197964
car,has,windows,168197964
car,in front of,pylon,168197964
tree,behind,car,168197964
coffee cup,in,car,168197964
window,has,sticker,168197964
hair,on,head,168197964
pylon,behind,car,168197964
power lines,above,car,168197964
trunk,above,car,168197964
trunk,has,window,168197964
surfboard,has,spikes,168197964
the front athlete,is standing on,red skiis,4422093244
the front athlete,has on,a red hat,4422093244
red skiis,under,woman,4422093244
the back athlete,has on,a white band,4422093244
the back athlete,is standing on,grey skiis,4422093244
the man,has on,a red hat,4422093244
the man,is holding,a camera,4422093244
the little boy,has on,a stripe hat,4422093244
the litle girl,has on,a white jacket,4422093244
the litle girl,has on,a hood,4422093244
the guy,has on,a black hat,4422093244
woman,wearing,ski suit,4422093244
woman,wearing,goggles,4422093244
woman,wearing,head cover,4422093244
woman,holding,poles,4422093244
woman,has,ski suit,4422093244
woman,wearing,jacket,4422093244
man,has,grey skiis,4422093244
man,in front of,the sign,4422093244
man,has,a white band,4422093244
girl,has,phone,4422093244
light,next to,tree,12377536
light,is above,sign,12377536
van,on,street,12377536
van,next to,car,12377536
car,on,street,12377536
cathedral,next to,building,12377536
people,on,street,12377536
building,behind,tree,12377536
bunny,wearing,scarf,12377536
bunny,in front of,car,12377536
people,on,street,12377536
child,next to,van,12377536
sign,behind,bunny,12377536
silver car,on,street,12377536
windows,on,van,12377536
sign,in front of,cathedral,12377536
building,next to,cathedral,12377536
street light,in front of,cathedral,12377536
columns,on,cathedral,12377536
license plate,on,van,12377536
statues,on,cathedral,12377536
crosswalk,on,street,12377536
monitor,above,table,3729359132
monitor,is above,keyboard,3729359132
monitor,is above,mouse,3729359132
keyboard,on,table,3729359132
mouse,above,table,3729359132
mouse,on top of,table,3729359132
mouse,next to,keyboard,3729359132
mouse,is in front of,keyboard,3729359132
table,beneath,monitor,3729359132
table,has,keyboard,3729359132
legs,on,floor,3729359132
stapler,on,table,3729359132
stapler,beside,keyboard,3729359132
headphones,on,table,3729359132
headphones,beside,keyboard,3729359132
headphones,above,legs,3729359132
wall,is behind,table,3729359132
wall,is above,floor,3729359132
wall,has,holes,3729359132
tablet,is behind,headphones,3729359132
laptop,has,blue screen,3729359132
sticky notes,are on,table,3729359132
glass,is on,coaster,3729359132
glass,is in front of,shelf 1,3729359132
power strip,is under,monitor,3729359132
snowboard,above,helmet,2210955987
snowboard,has,holders,2210955987
man,holding,snowboard,2210955987
man,wearing,jacket,2210955987
man,wearing,gloves,2210955987
man,wearing,ankle guards,2210955987
man,in,jacket,2210955987
man,wearing,helmet,2210955987
jacket,has,stripes,2210955987
stripes,on,jacket,2210955987
helmet,on,head,2210955987
helmet,below,snowboard,2210955987
head,protected by,helmet,2210955987
fence,behind,man,2210955987
logos,on,snowboard,2210955987
brand,on,snowboard,2210955987
lift,behind,man,2210955987
clock,on,building,9345467423
clock,is above,lower building,9345467423
clock,has,hands,9345467423
clock,above,vent,9345467423
building,in front of,chimneys,9345467423
roof,on top of,building,9345467423
roof,above,lower building,9345467423
sky,above,building,9345467423
sky,behind,building,9345467423
sky,behind,chimneys,9345467423
window,below,clock,9345467423
vent,is on,wall,9345467423
vent,below,clock,9345467423
glass,in,window,9345467423
opening,on,roof,9345467423
lower building,below,hands,9345467423
lower building,below,clock,9345467423
lower building,below,roof,9345467423
hands,above,lower building,9345467423
chimneys,behind,building,9345467423
chimneys,above,lower building,9345467423
chimneys,behind,clock,9345467423
chimneys,behind,hands,9345467423
chimneys,behind,opening,9345467423
chimneys,behind,window,9345467423
sunflower seeds,are left of,green pepper,3628833918
cheese,is above,lettuce,3628833918
cheese,on top of,salad,3628833918
lettuce,on,red bowl,3628833918
carrot,is left of,tomato,3628833918
utensil,is under,red bowl,3628833918
fork,under,bowl,3628833918
fork,below,plate,3628833918
raspberry,is left of,blueberry,3628833918
croissant,is above,red plate,3628833918
croissant,on,plate,3628833918
croissant,under,red bowl,3628833918
red plate,is under,red bowl,3628833918
plate,stacked on,fork,3628833918
plate,covering,fork,3628833918
plate,has,lines,3628833918
plate,has,onions,3628833918
salad,on,red plate,3628833918
berries,in,croissant,3628833918
red cabbage,is under,lettuce,3628833918
lines,on,plate,3628833918
wheel,on,bike,5160501636
wheel,on,ground,5160501636
wheel,beside,wheel,5160501636
wheel,has,chrome,5160501636
bike,has,wheel,5160501636
bike,on,ground,5160501636
bike,next to,vehicle,5160501636
bike,above,ground,5160501636
ground,under,bike,5160501636
street,behind,bike,5160501636
logo,on,bike,5160501636
car,behind,bike,5160501636
vehicle,next to,bike,5160501636
wheel,beside,wheel,5160501636
wheel,behind,wheel,5160501636
wheel,on,ground,5160501636
people,next to,bike,5160501636
people,near,car,5160501636
car,opposite of,bike,5160501636
car,near,people,5160501636
man,is eating,donut,5756417600
man,is in front of,ball,5756417600
man,eating,doughnut,5756417600
man,wearing,shirt,5756417600
man,holding,doughnut,5756417600
car,is behind,man,5756417600
car,is behind,ball,5756417600
car,next to,sign,5756417600
car,behind,sign,5756417600
car,to the left of,sign,5756417600
ball,is in front of,car,5756417600
ball,is behind,man,5756417600
wheel,on,car,5756417600
wheel,next to,sign,5756417600
eye,to the left of,eye,5756417600
eye,to the right of,eye,5756417600
doughnut,in,mouth,5756417600
mouth,contains,doughnut,5756417600
hand,holding,doughnut,5756417600
sign,in front of,car,5756417600
sign,next to,car,5756417600
sign,to the right of,car,5756417600
toilet,in front of,valve,9218890130
toilet,has,toilet lid,9218890130
vent,is above,toilet,9218890130
vent,is above,picture 1,9218890130
picture 1,has,flowers,9218890130
picture 1,is next to,picture 2,9218890130
picture 1,is above,toilet,9218890130
picture 2,has,flowers,9218890130
picture 2,is above,toilet,9218890130
doorway,is reflected in,mirror,9218890130
mirror,on,wall,9218890130
lights,on,wall,9218890130
lights,is above,mirror,9218890130
wall,has,tile,9218890130
faucet,on,sink,9218890130
faucet,is on,sink,9218890130
toilet paper,on,roll,9218890130
pictures,on,wall,9218890130
pictures,are above,toilet,9218890130
ceiling,has,vent,9218890130
ceiling,is above,pictures,9218890130
ceiling,is above,picture 1,9218890130
ceiling,is above,picture 2,9218890130
tile,are on,wall,9218890130
plane,next to,building,6773819463
word,on,plane,6773819463
logo,on,plane,6773819463
flag,on,plane,6773819463
writing,on,plane,6773819463
windows,on,plane,6773819463
door,on,plane,6773819463
fin,on,plane,6773819463
truck,on,ground,6773819463
light,on,truck,6773819463
window,on,truck,6773819463
windshield,on,truck,6773819463
line,on,ground,6773819463
cone,on,ground,6773819463
sky,above,plane,6773819463
sky,above,ground,6773819463
sky,above,truck,6773819463
sky,above,building,6773819463
wing,above,ground,6773819463
wing,below,sky,6773819463
boy1,has,red hair,4247983342
boy1,is wearing,jacket,4247983342
boy1,is right of,boy2,4247983342
boy1,is higher than,boy2,4247983342
boy2,is left of,boy1,4247983342
boy2,is lower than,boy1,4247983342
bar,is behind,sign,4247983342
sky,is above,trees,4247983342
trees,are in the,snow,4247983342
goggles,are on,helmet,4247983342
pole,is in the,snow,4247983342
sign,is attached to,pole,4247983342
boy,wearing,skis,4247983342
boy,standing on,skis,4247983342
boy,wearing,jacket,4247983342
boy,has,scarf,4247983342
scarf,wrapped around,boy,4247983342
motorcycle,has,black seat,6851925550
motorcycle,has,large headlight,6851925550
motorcycle,has,black mirror,6851925550
motorcycle,has,wheel,6851925550
motorcycle,in front of,sign,6851925550
motorcycle,on,road,6851925550
wheel cover,covering,wheel,6851925550
license plate,below,headlight,6851925550
headlight,above,license plate,6851925550
motorbike,has,wheel,6851925550
engine,below,seat,6851925550
seat,above,engine,6851925550
seat,behind,handle,6851925550
mirror,attached to,steering handle,6851925550
car,behind,sign,6851925550
car,is moving towards,sign,6851925550
sign,behind,motorcycle,6851925550
tree,is behind,car,6851925550
post,is in front of,motorcycle 2,6851925550
motorcycle 2,is behind,motorcycle,6851925550
cone,is left of,motorcycle 2,6851925550
grass,is behind,motorcycle,6851925550
guy,falling off,surfboard,369296684
guy,has,foot,369296684
man,on,surfboard,369296684
man,in,ocean,369296684
man,wears,watch,369296684
guy,over,water,369296684
guy,next to,surfboard,369296684
guy,to the left of,word,369296684
surfboard,below,toes,369296684
surfboard,on,wave,369296684
surfboard,has,word,369296684
foot,off,surfboard,369296684
foot,has,toes,369296684
toes,above,surfboard,369296684
wave,in,ocean,369296684
ankle,wears,strap,369296684
cord,on,strap,369296684
person,is wearing,helmet,2465247220
person,is holding,bike,2465247220
person,is next to,bike,2465247220
person,is wearing,vest,2465247220
person,is next to,sign,2465247220
bag,is on,bike,2465247220
bicycle,has,seat,2465247220
man,in,shoes,2465247220
man,in,sock,2465247220
man,is behind,person,2465247220
man,is wearing,sunglasses,2465247220
man,wearing,bracelt,2465247220
man,in,jeans,2465247220
scissors,on,helmet,2465247220
scissors,on,pole,2465247220
vest,has,logo,2465247220
woman,is wearing,tie,2465247220
girl,is wearing,dress,2465247220
girl,with,hair,2465247220
bottle,is on,bike,2465247220
writting,on,sign,2465247220
train,is pulling out of,station,9138847028
train,on,tracks,9138847028
train,has,window,9138847028
train,has a front,window,9138847028
train,has,windshield wipers,9138847028
station,is above,platform,9138847028
windshield wipers,on,train,9138847028
window,on,train,9138847028
window,is on,train,9138847028
door,on,train,9138847028
headlight,on,train,9138847028
window,on,building,9138847028
post,is on,platform,9138847028
ladder,on,train,9138847028
vents,on,train,9138847028
man,waiting for,train,9138847028
platform,next to,train,9138847028
control box,next to,train,9138847028
latches,on,door,9138847028
brake lines,on,front,9138847028
man,wearing,white shirt,706040122
man,wearing,shoes,706040122
man,wearing,black shorts,706040122
man,wears,ankle socks,706040122
man,holding,frisbee,706040122
man,wearing,shorts,706040122
man,wearing,plaid shirt,706040122
man,wearing,arm band,706040122
man,wearing,visor,706040122
man,holds,frisbee,706040122
man,wearing,wrist band,706040122
man,touching,grass,706040122
man,holding,frisbee,706040122
man,wearing,armband,706040122
grass,under,man,706040122
trees,behind,man,706040122
person,standing,on ground,706040122
logo,on,black shorts,706040122
man,wearing,red hat,706040122
frisbee,with,man,706040122
woman,wears,hat,9517870987
woman,wears,necklace,9517870987
woman,wears,glasses,9517870987
woman,wears,dress,9517870987
lanyard,around,neck,9517870987
cactus,on,table,9517870987
tumbler,on,table,9517870987
tumbler,next to,cactus,9517870987
fan,on,ceiling,9517870987
flower,in,sombrero,9517870987
flower,on,hat,9517870987
chips,on,paper,9517870987
chips,in,basket,9517870987
paper,in,basket,9517870987
basket,on,table,9517870987
cup,next to,basket,9517870987
cup,on,table,9517870987
woman,wearing,sombrero,9517870987
woman,wearing,shawl,9517870987
decoration,behind,basket,9517870987
shawl,on,woman,9517870987
bricks,on,wall,9517870987
blades,on,fan,9517870987
straw,in,cup,9517870987
woman,holding,umbrella,4181136262
woman,is besides,man,4181136262
woman,is holding,umbrella,4181136262
woman,wearing,purse,4181136262
woman,wearing,shoes,4181136262
woman,wearing,shirt,4181136262
woman,holding,handle,4181136262
woman,next to,man,4181136262
man,wearing,hat,4181136262
man,besides,woman,4181136262
man,is standing next to,woman,4181136262
man,is wearing,vest,4181136262
man,wearing,shirt,4181136262
man,wearing,vest,4181136262
man,wearing,shoes,4181136262
man,wearing,watch,4181136262
man,wearing,pants,4181136262
man,near,umbrella,4181136262
man,wearing,shoes,4181136262
man,near,woman,4181136262
hat,on,man,4181136262
ribbon,in front of,man,4181136262
ribbon,in front of,woman,4181136262
fence,to left of,man,4181136262
flowers,on,umbrella,4181136262
tree,near,man,4181136262
phone,in,hand,3642250308
jacket,has,snap,3642250308
jeans,on,man,3642250308
jeans,are right of,pocket 2,3642250308
man,wearing,sweater,3642250308
man,wearing,jeans,3642250308
logo,on,jacket,3642250308
logo,is above,phone,3642250308
hand,in,pocket,3642250308
l,is next to,p,3642250308
e,is next to,l,3642250308
y,is next to,p,3642250308
jacket,has,buttonhole,3642250308
